0.000000000000000000e+00 1.734656782742750314e-01 -6.441811432909183566e-02 2.739119142384566306e-03 1.234984320577795468e-02 7.047380279674117856e-03 4.318761844598954748e-04 6.120245207164514778e-05 2.462537231771723661e-03 -2.158530998172916802e-03
1.000000000000000056e-01 1.973661788006952911e-02 -6.484625545134577174e-02 4.294570388249226850e-02 6.050991452525926809e-03 -1.422008548416894141e-02 -1.078994766686021400e-02 -5.354282118698722864e-03 -9.483939657811088844e-03 -9.466466724358527790e-03
2.000000000000000111e-01 7.981604529887895150e-02 -4.131843539657632791e-02 -1.200793395667270752e-01 1.246443332730187703e-02 -7.296949307005074631e-03 -1.579015885336868333e-02 -1.294939748380267638e-02 -1.801147541319361375e-02 -1.573118392672944246e-02
3.000000000000000444e-01 2.029195381703753631e-02 5.887564728582616452e-02 -6.229819493148749943e-02 -3.245590441609341736e-02 -2.079758158155869258e-02 -5.071214009631584696e-03 -1.685751850110995056e-02 -1.939901870879123802e-02 -1.879053824195085418e-02
4.000000000000000222e-01 1.378669787135661240e-01 -2.551360632333985953e-02 -5.552012272537454329e-02 -5.128114502026321492e-02 -1.396603290256604075e-02 -2.028584132953024921e-02 -1.941605941125923093e-02 -2.088718543389663646e-02 -2.248580010198052148e-02
5.000000000000000000e-01 1.863761106503424025e-02 -5.103286184394741076e-02 -4.880897776747239805e-03 -3.032484767847649226e-02 -5.677527026527094678e-03 -2.198965003210389541e-02 -2.366198033384851393e-02 -1.850753979373637517e-02 -2.004747559476126317e-02
6.000000000000000888e-01 2.671291672617869678e-02 -1.582302334397127710e-02 -8.828593358904157640e-02 2.022550468060305834e-02 -1.566447064220717958e-02 -1.802038670710674056e-02 -1.712388986208273137e-02 -1.945612315122236674e-02 -1.596407213067056741e-02
7.000000000000000666e-01 -7.082079906724766949e-02 -2.251185642204410128e-02 4.284913450572122584e-02 -4.541467748019212096e-03 -2.149840385082162769e-02 -1.048089626831176860e-02 -6.427982202031851805e-03 -1.143897091175112221e-02 -1.144208236274765929e-02
8.000000000000000444e-01 -1.427404416144535115e-01 5.746984340122334584e-02 -3.018966749429269694e-02 2.225777232528129007e-02 6.542652113649575357e-03 3.890701884358589713e-03 -1.179182398169224561e-03 -3.837784964025022470e-03 -4.931841892391810797e-03
9.000000000000000222e-01 -4.161296096931601726e-03 -3.451276217206496189e-02 -3.482366208508928807e-02 -1.248420440478834742e-02 1.773896520574781699e-02 3.699091897214032074e-03 4.663878171977716564e-03 1.512554723733862492e-03 5.421921428116372767e-03
1.000000000000000000e+00 -1.335227440102776386e-01 8.209415510815579187e-02 7.700837796727379170e-02 4.195068766804884580e-02 1.182761235281410209e-02 2.424934642269952617e-02 1.235171534921708329e-02 1.458663443092699658e-02 1.427647947935514229e-02
1.100000000000000089e+00 -2.220345442454432772e-01 1.895566439537599290e-02 6.037313058941682492e-02 3.243913853903153399e-02 4.403170950280028972e-02 2.662914794342628733e-02 3.082416331954429545e-02 3.134083714140036003e-02 2.969135030131881889e-02
1.200000000000000178e+00 3.725071024117030533e-02 3.639793227345733406e-02 6.679193211256252705e-02 4.767781939987452561e-02 3.163314573885688680e-02 4.359096513988927613e-02 3.926507654701495709e-02 3.947445265470254927e-02 4.013060164303888094e-02
